,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
4096,18973,2021-09-03,KT,패,요키시,선발,22,92.6,21.6,4.8,0.6,2.4,4.4,1.4,1.4,2.4899999999999998
4097,18977,2021-09-03,롯데,패,카펜터,선발,27,96.6,20.8,3.6,0.0,2.2,8.2,0.4,0.2,3.322
4098,18981,2021-09-03,한화,승,프랑코,선발,19,90.0,20.4,5.8,0.6,2.6,5.0,3.4,3.0,4.568
4099,18986,2021-09-03,롯데,패,킹험,선발,26,95.4,22.0,4.4,0.0,2.0,5.2,1.6,1.6,3.636
4100,18989,2021-09-03,한화,승,서준원,선발,18,78.2,17.4,5.4,0.8,1.8,2.6,3.6,3.2,5.537999999999999
4101,18994,2021-09-04,LG,승,고영표,선발,28,90.6,21.6,5.0,0.2,2.4,3.2,3.2,3.2,3.7520000000000002
4102,18996,2021-09-04,KT,패,손주영,선발,19,89.0,16.0,6.0,2.0,2.0,3.0,6.0,6.0,6.97
4103,19000,2021-09-04,삼성,패,곽빈,선발,25,83.8,16.4,4.0,0.4,3.6,4.4,3.6,3.2,4.708
4104,19004,2021-09-04,두산,승,몽고메리,선발,23,93.2,17.2,4.0,0.4,4.0,5.2,3.8,3.6,4.43
4105,19009,2021-09-04,NC,승,박세웅,선발,26,89.2,21.8,4.0,0.8,2.2,4.8,1.6,1.4,3.9160000000000004
4106,19012,2021-09-04,롯데,패,이재학,선발,26,95.4,19.8,3.8,0.6,3.0,4.8,1.6,1.6,6.795999999999999
4107,19016,2021-09-04,키움,패,오원석,선발,25,84.0,16.6,5.2,0.8,4.4,3.0,3.4,3.4,5.038
4108,19021,2021-09-04,SSG,승,최원태,선발,25,88.8,20.6,6.6,0.4,3.0,2.8,4.0,4.0,4.068
4109,19024,2021-09-04,한화,패,임기영,선발,23,82.0,18.2,4.8,0.6,2.4,4.2,3.2,3.2,4.484
4110,19029,2021-09-04,KIA,승,김민우,선발,29,89.0,18.2,4.6,0.6,3.2,4.6,2.0,2.0,4.104000000000001
4111,19032,2021-09-05,LG,승,배제성,선발,19,96.8,21.0,5.0,0.2,3.0,5.2,2.6,2.0,3.726
4112,19037,2021-09-05,KT,패,김윤식,선발,15,76.4,17.0,6.4,0.4,2.2,2.0,2.8,2.4,5.576
4113,19041,2021-09-05,삼성,승,김민규,선발,10,82.2,19.8,5.6,0.4,1.4,3.2,2.0,2.0,5.1659999999999995
4114,19047,2021-09-05,두산,패,백정현,선발,23,90.6,22.4,5.0,0.0,1.0,6.4,0.8,0.8,2.302
4115,19053,2021-09-05,NC,패,스트레일리,선발,19,91.0,19.4,6.0,0.2,2.8,3.6,3.2,3.0,4.3260000000000005
4116,19060,2021-09-05,롯데,승,배민서,선발,12,50.0,11.0,3.0,0.0,1.0,0.0,0.0,0.0,5.13
4117,19066,2021-09-05,키움,패,김건우,선발,10,43.0,9.0,2.0,1.0,1.0,1.0,4.0,3.0,13.5
4118,19072,2021-09-05,SSG,승,김선기,선발,18,71.2,16.8,5.0,0.4,2.8,3.0,3.0,3.0,3.768
4119,19079,2021-09-05,한화,무,윤중현,선발,13,49.0,12.0,5.0,0.0,1.0,0.0,1.0,1.0,3.31
4120,19085,2021-09-05,KIA,무,김기중,선발,21,78.6,15.4,4.2,0.2,3.6,2.8,2.0,1.6,5.537999999999999
4121,19091,2021-09-07,삼성,승,이승헌,선발,16,81.6,17.2,5.0,0.0,5.2,2.2,2.8,2.6,4.843999999999999
4122,19098,2021-09-07,롯데,패,뷰캐넌,선발,29,103.8,20.8,5.0,0.4,3.6,5.6,2.2,2.2,2.55
4123,19102,2021-09-07,NC,패,장시환,선발,22,81.6,18.8,5.8,0.6,2.4,2.6,4.2,3.8,6.013999999999999
4124,19107,2021-09-07,한화,승,루친스키,선발,25,96.2,23.4,4.8,0.6,1.6,4.8,2.4,1.6,3.1079999999999997
4125,19111,2021-09-08,두산,패,김동혁,선발,21,77.0,15.0,5.0,0.0,4.0,0.0,3.0,1.0,3.96
4126,19117,2021-09-08,키움,승,미란다,선발,26,107.2,26.2,4.6,0.2,1.2,8.4,1.0,1.0,2.684
4127,19121,2021-09-08,SSG,패,임찬규,선발,26,85.2,21.2,4.2,0.6,2.6,4.2,2.0,1.2,6.447999999999999
4128,19127,2021-09-08,LG,승,최민준,선발,18,95.0,14.0,5.0,0.0,3.0,3.0,2.0,2.0,5.68
4129,19133,2021-09-08,삼성,승,김진욱,선발,5,85.6,15.2,3.8,0.4,4.0,3.6,4.6,4.2,8.732
4130,19139,2021-09-08,롯데,패,원태인,선발,21,96.6,23.4,5.6,0.2,1.0,5.6,2.0,2.0,2.59
4131,19143,2021-09-08,NC,승,킹험,선발,28,96.4,22.4,4.8,0.0,2.2,6.0,1.8,1.6,3.5460000000000003
4132,19146,2021-09-08,한화,패,강태경,선발,21,75.0,14.0,3.0,0.0,6.0,4.0,3.0,3.0,5.68
4133,19152,2021-09-08,KT,무,멩덴,선발,26,87.4,22.6,6.6,0.8,1.8,4.4,3.2,3.2,4.004
4134,19157,2021-09-08,KIA,무,데스파이네,선발,12,93.4,20.8,5.8,0.2,2.6,3.6,3.4,3.0,2.984
4135,19163,2021-09-09,LG,패,카펜터,선발,22,96.8,22.6,5.0,0.2,2.2,7.8,1.4,1.2,3.222
4136,19168,2021-09-09,한화,승,켈리,선발,26,94.0,23.6,4.6,0.2,1.6,6.4,1.6,1.6,3.186
4137,19172,2021-09-09,롯데,승,가빌리오,선발,25,79.0,19.6,5.2,0.8,2.4,5.0,4.0,3.8,8.873999999999999
4138,19176,2021-09-09,SSG,패,프랑코,선발,26,89.4,19.2,5.6,0.8,2.6,4.4,3.6,3.2,4.6240000000000006
4139,19181,2021-09-09,삼성,패,쿠에바스,선발,25,88.4,21.8,3.0,0.0,1.6,6.6,0.6,0.4,4.9239999999999995
4140,19186,2021-09-09,KT,승,최채흥,선발,28,88.0,20.6,5.8,0.8,1.6,2.6,2.8,2.8,5.720000000000001
4141,19191,2021-09-09,NC,승,최원준,선발,24,90.4,19.4,6.6,1.2,2.0,3.6,4.2,3.2,3.0439999999999996
4142,19195,2021-09-09,두산,패,신민혁,선발,22,90.2,21.4,7.2,1.0,1.8,2.8,4.0,3.8,4.732
4143,19200,2021-09-09,키움,패,김현수,선발,23,74.4,15.8,4.0,0.8,3.4,2.6,4.0,3.6,7.742
4144,19205,2021-09-09,KIA,승,정찬헌,선발,22,75.6,18.0,3.6,0.0,1.4,2.4,1.6,1.2,3.6
4145,19209,2021-09-10,LG,패,김민우,선발,24,88.8,19.4,5.0,0.6,2.8,4.6,2.2,2.2,4.1
4146,19212,2021-09-10,한화,승,이민호,선발,23,88.4,19.4,4.4,0.4,2.0,2.8,2.4,2.4,4.845999999999999
4147,19215,2021-09-10,롯데,패,폰트,선발,28,102.4,21.0,4.0,0.6,1.8,5.8,2.6,2.4,3.7379999999999995
4148,19217,2021-09-10,SSG,승,박세웅,선발,26,85.2,21.8,3.8,0.8,1.8,4.0,1.4,1.2,3.786
4149,19220,2021-09-10,삼성,무,엄상백,선발,21,96.0,15.0,3.0,1.0,6.0,4.0,2.0,2.0,4.13
4150,19225,2021-09-10,KT,무,몽고메리,선발,17,97.4,19.4,4.6,0.4,3.8,4.8,3.8,3.6,5.56
4151,19230,2021-09-10,키움,패,임기영,선발,24,81.6,17.6,5.4,0.6,2.6,4.0,4.2,4.2,4.678
4152,19235,2021-09-10,KIA,승,요키시,선발,19,90.2,21.2,5.2,0.4,2.0,4.4,1.8,1.6,2.478
4153,19240,2021-09-10,NC,승,로켓,선발,23,92.0,21.4,7.0,0.8,3.4,5.2,4.2,3.6,2.758
4154,19244,2021-09-10,두산,패,송명기,선발,30,94.4,19.4,5.8,0.4,3.8,3.8,3.6,3.4,6.008
4155,19248,2021-09-11,두산,무,김윤식,선발,10,78.0,16.8,6.0,0.2,2.8,1.8,3.6,3.2,5.128
4156,19256,2021-09-11,LG,무,곽빈,선발,25,89.2,17.2,4.4,0.4,4.0,4.6,4.2,3.6,4.952
4157,19260,2021-09-11,롯데,승,최원태,선발,26,87.6,20.6,6.0,0.2,2.2,3.6,3.2,3.2,4.142
4158,19264,2021-09-11,키움,패,스트레일리,선발,27,88.0,18.0,5.4,0.2,3.4,3.8,3.2,3.0,4.38
4159,19271,2021-09-11,KT,무,김건우,선발,15,68.0,11.0,2.0,0.0,4.0,3.0,0.0,0.0,5.4
4160,19277,2021-09-11,SSG,무,배제성,선발,24,89.6,20.0,4.2,0.2,3.0,4.8,2.0,1.4,3.636
4161,19283,2021-09-11,KIA,패,이재학,선발,18,98.8,21.0,4.6,0.6,3.0,5.2,2.8,2.6,6.17
4162,19289,2021-09-11,NC,승,윤중현,선발,20,73.0,19.0,5.0,0.0,1.0,3.0,2.0,2.0,3.35
4163,19294,2021-09-11,한화,승,백정현,선발,27,89.2,22.2,5.6,0.4,1.0,6.0,1.8,1.8,2.314
4164,19299,2021-09-11,삼성,패,김기중,선발,21,79.2,16.2,4.6,0.2,3.2,3.2,2.2,1.8,5.196000000000001
4165,19303,2021-09-12,두산,패,손주영,선발,24,77.0,19.0,10.0,0.0,4.0,4.0,7.0,7.0,8.39
4166,19306,2021-09-12,LG,승,유희관,선발,26,86.2,20.4,6.8,0.8,2.2,1.6,3.6,3.6,7.478
4167,19312,2021-09-12,롯데,승,김선기,선발,23,68.2,15.4,5.2,0.2,2.8,2.0,3.4,3.2,4.918
4168,19316,2021-09-12,키움,패,서준원,선발,26,76.0,16.6,5.0,0.8,1.6,2.6,3.0,2.8,5.764
4169,19322,2021-09-12,KT,패,이태양,선발,19,90.2,21.6,6.2,1.0,1.8,4.2,3.4,3.4,4.802
4170,19327,2021-09-12,SSG,승,고영표,선발,34,91.2,22.6,5.0,0.0,2.2,3.8,2.8,2.6,3.776
4171,19328,2021-09-12,KIA,승,루친스키,선발,26,92.6,23.2,4.8,0.4,1.4,5.6,2.2,1.4,3.0520000000000005
4172,19331,2021-09-12,NC,패,한승혁,선발,16,57.0,15.0,5.0,0.0,1.0,3.0,4.0,4.0,6.14
4173,19335,2021-09-12,한화,무,뷰캐넌,선발,30,103.4,21.8,5.4,0.0,3.2,5.2,2.4,2.4,2.616
4174,19338,2021-09-12,삼성,무,윤대경,선발,11,74.0,17.2,5.0,0.8,2.0,2.8,2.8,2.8,3.8020000000000005
4175,19346,2021-09-12,두산,패,이상영,선발,10,83.4,16.8,4.2,0.6,3.6,2.6,2.6,2.2,4.0200000000000005
4176,19352,2021-09-12,LG,승,김민규,선발,14,72.0,17.2,5.2,0.6,1.6,2.6,2.6,2.6,5.442
4177,19356,2021-09-12,롯데,패,장재영,선발,10,33.0,5.0,1.0,0.0,5.0,0.0,1.0,1.0,9.0
4178,19363,2021-09-12,키움,승,이인복,선발,20,82.0,18.0,4.0,0.0,2.0,6.0,2.0,2.0,6.57
4179,19368,2021-09-12,KT,패,김정빈,선발,9,72.8,12.4,4.0,1.0,4.0,3.6,3.8,3.6,9.3
4180,19372,2021-09-12,SSG,승,소형준,선발,25,86.8,17.8,5.4,0.8,1.6,3.4,4.0,3.0,4.601999999999999
4181,19376,2021-09-12,KIA,승,배민서,선발,10,47.0,8.0,3.0,0.0,2.0,1.0,0.0,0.0,4.75
4182,19383,2021-09-12,NC,패,이의리,선발,15,86.0,17.2,3.0,0.4,3.4,3.4,1.4,1.4,3.71
4183,19388,2021-09-12,한화,무,김대우,선발,14,74.0,18.0,6.4,0.8,1.6,2.8,4.8,4.6,5.662
4184,19394,2021-09-12,삼성,무,장민재,선발,15,76.6,18.4,6.6,0.2,1.2,1.8,4.4,4.2,6.846000000000001
4185,19403,2021-09-14,두산,승,데스파이네,선발,24,87.4,19.6,5.4,0.2,2.4,3.6,3.0,2.6,3.052
4186,19408,2021-09-14,KT,패,미란다,선발,23,109.2,25.0,4.2,0.2,1.4,8.2,0.8,0.8,2.5860000000000003
4187,19413,2021-09-14,SSG,승,킹험,선발,27,96.0,23.0,4.8,0.2,2.2,6.8,1.2,1.0,3.382
4188,19417,2021-09-14,한화,패,최민준,선발,16,88.2,17.6,5.4,0.4,3.4,3.4,3.0,3.0,5.2780000000000005
4189,19422,2021-09-14,삼성,무,임찬규,선발,22,87.2,21.0,4.6,0.6,2.8,4.4,2.6,1.8,5.548
4190,19428,2021-09-14,LG,무,원태인,선발,24,93.4,22.4,5.4,0.0,0.4,6.0,2.0,2.0,2.61
4191,19434,2021-09-14,NC,패,김동혁,선발,23,86.2,19.0,5.0,0.2,4.0,0.8,3.2,2.8,3.714
4192,19439,2021-09-14,키움,승,파슨스,선발,27,91.2,18.6,4.0,0.4,3.4,5.0,2.0,2.0,3.7300000000000004
4193,19445,2021-09-14,KIA,승,이승헌,선발,21,86.4,17.4,5.2,0.0,4.8,2.6,3.0,2.8,5.9239999999999995
4194,19452,2021-09-14,롯데,패,멩덴,선발,23,89.6,22.4,6.2,1.2,1.8,5.2,3.2,2.8,4.026
4195,19455,2021-09-15,두산,패,쿠에바스,선발,19,93.6,22.8,4.0,0.2,1.6,6.6,1.4,1.2,4.619999999999999
4196,19458,2021-09-15,KT,승,최원준,선발,25,89.0,20.2,5.6,0.8,1.4,4.4,3.2,2.4,3.114
4197,19463,2021-09-15,SSG,패,김민우,선발,24,89.6,19.6,5.2,0.4,3.0,3.6,2.4,2.4,4.118
4198,19470,2021-09-15,한화,승,가빌리오,선발,24,79.0,19.6,4.8,0.8,1.8,5.6,2.8,2.8,8.196
4199,19475,2021-09-15,삼성,승,켈리,선발,24,97.2,23.2,4.8,0.2,2.4,7.0,1.8,1.8,3.144
4200,19480,2021-09-15,LG,패,최채흥,선발,24,90.8,21.8,6.0,1.0,1.2,3.2,3.0,2.8,5.654
4201,19485,2021-09-15,NC,패,정찬헌,선발,25,84.2,19.8,3.4,0.0,1.8,2.0,1.2,1.0,3.436
4202,19490,2021-09-15,키움,승,신민혁,선발,25,91.2,21.0,6.2,1.2,2.0,3.6,3.8,3.8,4.83
4203,19494,2021-09-15,KIA,승,프랑코,선발,23,92.6,19.6,5.8,0.6,2.6,3.8,3.4,3.0,4.651999999999999
4204,19498,2021-09-15,롯데,패,김현수,선발,21,77.6,16.6,4.0,1.0,3.6,2.6,3.0,3.0,6.9879999999999995
4205,19501,2021-09-15,KIA,패,나균안,선발,17,79.8,17.4,6.0,0.4,2.8,1.4,3.4,3.4,4.258
4206,19507,2021-09-15,롯데,승,이민우,선발,16,78.4,18.0,6.0,0.8,3.4,2.4,5.2,5.2,9.878
4207,19512,2021-09-16,두산,무,폰트,선발,26,104.0,22.8,4.6,0.6,1.6,6.8,2.8,2.6,3.746
4208,19516,2021-09-16,SSG,무,로켓,선발,30,92.6,21.6,6.0,0.6,3.2,6.2,3.0,2.4,2.8280000000000003
4209,19521,2021-09-16,삼성,승,임기영,선발,27,84.0,18.2,6.0,0.6,2.6,4.0,4.8,4.6,4.901999999999999
4210,19524,2021-09-16,KIA,패,이재희,선발,22,99.0,19.0,7.0,0.0,3.0,3.0,4.0,4.0,7.04
4211,19530,2021-09-16,NC,패,이민호,선발,24,89.2,20.8,4.0,0.2,1.0,4.0,1.4,1.4,4.592
4212,19533,2021-09-16,LG,승,송명기,선발,22,100.6,21.4,6.0,0.4,4.0,4.2,4.0,3.6,6.036
4213,19538,2021-09-16,KT,패,박세웅,선발,28,90.8,23.8,3.2,0.4,2.2,5.0,1.0,0.8,3.594
4214,19542,2021-09-16,롯데,승,엄상백,선발,20,93.8,17.8,4.0,0.6,3.8,4.6,2.2,2.2,3.752
4215,19547,2021-09-16,키움,무,카펜터,선발,27,96.0,22.8,5.4,0.4,2.0,7.4,2.8,2.6,3.2399999999999998
4216,19552,2021-09-16,한화,무,요키시,선발,23,89.4,20.8,5.0,0.4,1.4,4.4,1.8,1.6,2.4739999999999998
4217,19555,2021-09-17,두산,패,오원석,선발,20,89.0,17.2,5.8,1.0,4.6,3.4,4.4,4.0,5.2299999999999995
4218,19559,2021-09-17,SSG,승,곽빈,선발,22,96.4,18.4,4.6,0.4,4.4,4.6,4.0,3.4,5.09
4219,19563,2021-09-17,삼성,패,한승혁,선발,20,75.0,19.0,6.0,0.0,1.0,3.0,3.0,3.0,6.0
4220,19567,2021-09-17,KIA,승,백정현,선발,22,90.8,23.0,6.8,0.4,1.2,5.2,2.6,2.4,2.38
4221,19572,2021-09-17,NC,패,배재준,선발,10,50.6,12.2,3.0,0.0,1.4,1.6,1.0,1.0,5.39
4222,19578,2021-09-17,LG,승,이재학,선발,18,93.6,21.0,5.4,1.0,2.8,5.4,3.6,3.4,5.938000000000001
4223,19584,2021-09-17,KT,승,스트레일리,선발,23,89.6,17.8,6.0,0.4,4.2,3.6,3.8,3.6,4.502
4224,19588,2021-09-17,롯데,패,배제성,선발,27,89.4,19.8,4.2,0.2,3.2,4.6,2.0,1.4,3.5580000000000007
4225,19591,2021-09-17,키움,승,김기중,선발,13,86.4,18.8,5.4,0.4,2.6,3.4,2.4,2.0,4.933999999999999
4226,19598,2021-09-17,한화,패,최원태,선발,24,89.0,20.6,6.2,0.4,2.4,4.2,3.2,3.2,4.215999999999999
4227,19603,2021-09-18,LG,승,윤중현,선발,21,64.4,14.6,3.8,0.0,2.0,1.2,1.4,1.2,3.7920000000000003
4228,19607,2021-09-18,KIA,패,이우찬,선발,18,76.0,13.6,4.2,0.4,4.2,2.0,3.6,2.8,5.718000000000001
4229,19613,2021-09-18,SSG,승,뷰캐넌,선발,32,103.6,23.8,6.2,0.2,2.6,4.8,2.6,2.6,2.682
4230,19616,2021-09-18,삼성,패,이태양,선발,26,87.8,21.0,5.8,0.8,1.6,2.6,3.0,3.0,4.792
4231,19621,2021-09-18,NC,승,고영표,선발,31,96.8,26.2,4.8,0.0,1.8,4.8,1.6,1.4,3.6519999999999997
4232,19623,2021-09-18,KT,패,루친스키,선발,25,93.6,23.6,4.8,0.6,1.2,5.6,2.0,1.6,3.0120000000000005
4233,19628,2021-09-18,키움,무,박종기,선발,25,78.4,16.4,5.0,0.2,2.8,2.8,2.4,2.4,3.7379999999999995
4234,19633,2021-09-18,두산,무,김선기,선발,23,70.8,15.2,4.4,0.0,2.6,1.8,3.0,2.8,5.606
4235,19637,2021-09-18,한화,패,서준원,선발,16,73.0,16.8,5.4,0.4,1.6,2.8,3.4,3.0,6.0280000000000005
4236,19642,2021-09-18,롯데,승,장민재,선발,9,71.8,16.4,5.2,0.2,1.2,2.0,3.2,3.0,5.792
4237,19648,2021-09-19,LG,패,멩덴,선발,24,90.8,22.0,6.4,1.4,1.6,5.2,4.0,3.6,4.168000000000001
4238,19652,2021-09-19,KIA,승,임찬규,선발,29,87.6,20.2,4.0,0.6,2.4,4.4,1.8,1.6,4.934
4239,19655,2021-09-19,SSG,무,원태인,선발,27,96.4,23.4,6.4,0.2,0.6,6.2,2.4,2.4,2.662
4240,19660,2021-09-19,삼성,무,최민준,선발,20,88.0,17.0,5.8,0.8,3.2,3.0,3.6,3.6,5.504
4241,19666,2021-09-19,NC,승,데스파이네,선발,28,89.0,19.6,6.4,0.2,2.0,3.2,3.4,3.0,3.154
4242,19670,2021-09-19,KT,패,파슨스,선발,26,90.4,18.2,4.2,0.6,4.6,3.6,2.6,2.6,3.8099999999999996
4243,19675,2021-09-19,키움,승,유희관,선발,25,87.8,20.4,8.0,1.0,2.4,1.8,4.6,4.6,7.728
4244,19679,2021-09-19,두산,패,김동혁,선발,15,83.6,19.4,5.8,0.6,2.8,1.4,3.8,3.4,3.914
4245,19684,2021-09-19,한화,승,이인복,선발,23,80.0,22.0,6.0,0.0,1.0,2.0,1.0,0.0,5.34
4246,19689,2021-09-19,롯데,패,킹험,선발,24,96.0,24.0,5.0,0.6,1.8,7.8,1.6,1.4,3.2640000000000002
4247,19695,2021-09-21,두산,패,신민혁,선발,22,93.2,21.6,6.4,0.8,1.6,3.4,3.2,3.0,4.846000000000001
4248,19700,2021-09-21,NC,승,최원준,선발,26,95.2,21.8,5.8,0.8,1.2,4.8,2.2,2.0,3.128
4249,19705,2021-09-21,SSG,패,정찬헌,선발,23,83.8,19.2,4.6,0.2,2.0,1.6,2.2,2.0,3.408
4250,19709,2021-09-21,키움,승,가빌리오,선발,26,87.6,21.0,5.6,0.4,2.0,7.0,3.2,3.2,7.744
4251,19714,2021-09-21,롯데,승,최채흥,선발,27,95.6,22.0,5.6,0.8,1.8,3.6,2.6,2.4,5.516
4252,19719,2021-09-21,삼성,패,프랑코,선발,24,94.4,18.2,5.4,0.6,3.6,3.8,4.0,3.6,4.752
4253,19724,2021-09-21,KIA,승,쿠에바스,선발,29,85.4,21.0,4.8,0.4,1.0,6.0,2.4,2.2,4.51
4254,19727,2021-09-21,KT,패,김현수,선발,15,77.8,16.2,5.0,1.0,3.6,2.6,4.0,3.8,7.184
4255,19732,2021-09-21,한화,패,켈리,선발,26,102.6,23.0,5.2,0.2,2.8,7.2,2.0,2.0,3.134
4256,19737,2021-09-21,LG,승,김민우,선발,23,92.2,20.2,5.2,0.4,3.2,3.6,2.6,2.6,4.136
4257,19745,2021-09-22,두산,패,송명기,선발,25,100.8,21.4,5.0,0.4,3.4,5.0,3.2,2.8,5.946
4258,19748,2021-09-22,NC,승,로켓,선발,26,97.4,22.0,6.6,0.4,3.6,5.6,2.4,1.8,2.8280000000000003
4259,19752,2021-09-22,SSG,무,요키시,선발,23,88.6,20.4,5.8,0.2,1.4,3.4,3.2,2.2,2.516
4260,19757,2021-09-22,키움,무,조영우,선발,21,73.8,15.8,5.2,0.8,2.0,3.0,3.8,3.6,6.726000000000001
4261,19763,2021-09-22,롯데,패,이재희,선발,19,73.0,15.0,6.0,0.0,3.0,2.0,4.0,4.0,7.71
4262,19769,2021-09-22,삼성,승,이승헌,선발,21,84.6,18.2,5.4,0.0,3.8,2.2,2.8,2.6,5.360000000000001
4263,19776,2021-09-22,KIA,패,소형준,선발,8,90.6,19.6,4.8,0.4,1.2,4.0,2.2,1.6,4.488
4264,19779,2021-09-22,KT,승,임기영,선발,28,91.8,20.8,5.6,0.6,2.6,5.0,3.8,3.6,4.9639999999999995
4265,19782,2021-09-22,한화,승,배재준,선발,12,39.0,9.2,2.6,0.2,1.2,1.4,1.6,1.6,5.574
4266,19788,2021-09-22,LG,패,카펜터,선발,24,98.2,23.0,5.4,0.4,2.4,7.2,3.2,2.8,3.2760000000000007
4267,19795,2021-09-23,LG,승,백정현,선발,25,90.6,23.0,7.2,0.4,1.0,4.0,2.8,2.6,2.464
4268,19800,2021-09-23,삼성,패,이민호,선발,27,91.6,21.4,4.6,0.2,1.0,5.6,1.8,1.6,4.4319999999999995
4269,19804,2021-09-23,SSG,패,박세웅,선발,22,93.2,24.2,5.0,0.4,1.6,5.0,2.0,1.8,3.518
4270,19809,2021-09-23,롯데,승,오원석,선발,14,87.6,18.2,6.4,1.2,4.2,3.2,4.8,4.2,5.432
4271,19815,2021-09-23,KT,패,남지민,선발,12,48.0,10.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0
4272,19824,2021-09-23,한화,승,배제성,선발,24,90.0,21.0,4.6,0.2,3.2,5.4,1.8,1.6,3.4939999999999998
4273,19828,2021-09-23,KIA,승,곽빈,선발,22,104.2,19.4,4.4,0.4,3.8,6.6,2.8,2.2,4.952
4274,19832,2021-09-23,두산,패,한승혁,선발,21,82.0,19.0,5.0,0.0,2.0,5.0,1.0,0.0,4.24
4275,19838,2021-09-23,키움,패,이재학,선발,9,91.6,19.8,5.4,1.4,2.4,6.0,3.8,3.6,5.964
4276,19846,2021-09-23,NC,승,안우진,선발,22,99.4,20.8,3.6,0.8,1.8,6.0,1.8,1.0,3.8599999999999994
4277,19851,2021-09-24,LG,패,뷰캐넌,선발,19,101.6,25.4,7.4,0.6,2.4,4.0,2.8,2.8,2.7459999999999996
4278,19857,2021-09-24,삼성,승,이우찬,선발,11,70.0,13.8,4.4,0.4,3.6,2.4,3.4,2.6,5.986
4279,19863,2021-09-24,KT,승,킹험,선발,23,94.4,24.2,5.4,0.6,1.2,7.8,1.6,1.4,3.162
4280,19867,2021-09-24,한화,패,데스파이네,선발,26,96.0,21.0,5.4,0.0,2.4,4.6,2.4,2.0,3.164
4281,19871,2021-09-24,KIA,승,유희관,선발,21,87.2,19.8,6.8,0.8,2.0,2.2,3.0,3.0,7.6
4282,19874,2021-09-24,두산,패,윤중현,선발,23,63.2,15.4,3.6,0.2,1.6,1.6,1.8,1.2,3.376
4283,19880,2021-09-24,키움,패,루친스키,선발,24,96.6,23.6,4.6,0.2,1.2,6.2,2.0,1.6,2.9680000000000004
4284,19884,2021-09-24,NC,승,최원태,선발,27,82.8,20.4,7.4,0.6,2.8,3.2,5.0,4.8,4.436
4285,19888,2021-09-24,SSG,패,스트레일리,선발,21,92.6,18.4,4.8,0.4,4.2,4.2,3.0,2.8,4.532
4286,19894,2021-09-24,롯데,승,이태양,선발,27,87.4,21.4,7.0,1.4,2.0,2.8,4.2,4.2,4.964
4287,19897,2021-09-24,SSG,무,서준원,선발,23,74.4,16.0,6.0,0.4,2.0,2.6,3.8,3.4,6.498
4288,19903,2021-09-24,롯데,무,조병현,선발,17,71.0,16.0,4.0,1.0,1.0,4.0,3.0,3.0,6.75
4289,19909,2021-09-25,두산,승,김기중,선발,20,81.0,16.6,4.4,0.4,2.6,3.0,2.2,1.8,4.754
4290,19916,2021-09-25,한화,패,미란다,선발,26,108.2,24.0,3.2,0.0,1.8,7.6,0.8,0.6,2.4739999999999998
4291,19921,2021-09-25,삼성,패,파슨스,선발,27,92.6,19.2,4.4,0.4,3.8,5.2,2.0,2.0,3.7939999999999996
4292,19922,2021-09-25,NC,승,원태인,선발,24,92.6,23.6,6.6,0.2,1.2,5.0,2.6,2.6,2.7239999999999993
4293,19927,2021-09-25,KT,무,임찬규,선발,23,90.8,21.0,4.2,0.8,2.6,4.6,2.0,1.8,4.578
4294,19930,2021-09-25,LG,무,고영표,선발,26,99.0,27.8,5.0,0.0,1.0,4.8,1.0,0.8,3.472
4295,19933,2021-09-25,KIA,패,최민준,선발,22,86.6,17.0,5.6,0.8,3.0,2.8,4.0,4.0,5.798
4296,19936,2021-09-25,SSG,승,다카하시,선발,16,70.0,14.0,3.0,0.0,2.0,5.0,0.0,0.0,0.0
4297,19942,2021-09-25,키움,승,이인복,선발,27,100.0,26.0,9.0,1.0,1.0,4.0,6.0,6.0,5.94
4298,19946,2021-09-25,롯데,패,김선기,선발,24,77.6,18.4,4.6,0.2,1.8,2.0,2.4,2.2,5.862
4299,19953,2021-09-26,두산,패,김민우,선발,30,94.8,20.6,5.0,0.4,3.6,3.4,2.4,2.4,4.114
4300,19956,2021-09-26,한화,승,최원준,선발,25,92.6,22.6,5.8,1.0,1.2,4.8,2.0,1.8,3.116
4301,19961,2021-09-26,삼성,패,신민혁,선발,25,91.0,22.0,7.2,0.6,1.0,3.2,4.2,4.0,4.962
4302,19966,2021-09-26,NC,승,최채흥,선발,30,95.6,23.0,6.2,0.6,1.6,3.2,2.6,2.4,5.376
4303,19968,2021-09-26,KT,승,켈리,선발,26,99.8,23.4,5.8,0.0,2.6,6.4,2.4,2.0,3.12
4304,19971,2021-09-26,LG,패,심재민,선발,18,75.0,18.0,3.0,0.0,0.0,3.0,1.0,1.0,2.61
4305,19977,2021-09-26,KIA,패,가빌리오,선발,24,91.6,21.4,5.0,0.2,2.6,6.2,2.8,2.8,7.0120000000000005
4306,19981,2021-09-26,SSG,승,멩덴,선발,24,90.8,22.0,6.2,1.2,1.6,4.2,3.8,3.4,4.274
4307,19986,2021-09-26,키움,패,프랑코,선발,20,96.4,19.0,6.0,1.0,3.6,3.6,4.6,4.2,4.888
4308,19991,2021-09-26,롯데,승,김동혁,선발,11,74.6,17.8,5.6,0.8,2.2,1.6,3.8,3.4,4.118
