,index,date,상대팀,승/패,선수명,등판,타자,투구수,타수,피안타,홈런,4사구,삼진,실점,자책,평균자책점
225,1066,2019-04-11,삼성,승,켈리,선발,28,81.4,18.2,4.6,0.0,1.8,4.0,2.2,1.8,3.6959999999999993
226,1068,2019-04-11,롯데,승,이용찬,선발,29,105.0,27.0,7.0,1.0,2.0,9.0,1.0,1.0,3.52
227,1072,2019-04-11,두산,패,김원중,선발,26,80.0,19.0,5.0,0.2,0.8,5.0,1.0,1.0,2.2600000000000002
228,1076,2019-04-11,KIA,승,최성영,선발,23,96.0,21.0,6.0,0.0,2.0,9.0,2.0,2.0,4.15
229,1080,2019-04-11,NC,패,양현종,선발,32,109.0,32.0,10.0,0.0,0.0,7.0,3.0,3.0,6.95
230,1083,2019-04-11,키움,승,알칸타라,선발,30,111.0,28.0,5.0,1.0,2.0,6.0,1.0,1.0,2.25
231,1085,2019-04-11,KT,패,김동준,선발,22,68.0,20.0,9.0,2.0,1.0,0.0,6.0,6.0,5.68
232,1089,2019-04-11,한화,승,산체스,선발,27,87.0,27.0,4.0,0.0,0.0,7.0,0.0,0.0,1.13
233,1091,2019-04-11,SK,패,채드벨,선발,27,86.4,21.0,5.0,0.2,2.2,4.4,2.0,1.8,1.636
234,1094,2019-04-12,LG,패,후랭코프,선발,24,88.8,18.6,4.2,0.4,3.0,4.6,1.8,1.6,2.1420000000000003
235,1098,2019-04-12,두산,승,차우찬,선발,27,101.0,25.0,7.0,0.0,2.0,7.0,0.0,0.0,0.53
236,1101,2019-04-12,SK,무,터너,선발,28,92.6,21.0,5.6,0.6,2.6,4.4,2.8,2.6,5.755999999999999
237,1110,2019-04-12,KIA,무,다익손,선발,22,83.8,17.8,2.4,0.4,2.2,3.8,1.6,1.6,3.622
238,1117,2019-04-12,삼성,패,금민철,선발,28,83.2,18.0,4.6,0.4,2.4,1.4,1.6,1.6,3.7980000000000005
239,1120,2019-04-12,KT,승,헤일리,선발,26,101.0,26.0,2.0,0.0,0.0,11.0,0.0,0.0,2.52
240,1122,2019-04-12,키움,패,박주홍,선발,16,59.0,13.0,5.0,0.0,3.0,3.0,2.0,2.0,8.1
241,1127,2019-04-12,한화,승,요키시,선발,26,89.6,20.4,5.0,0.2,2.0,4.4,2.0,1.8,3.4299999999999997
242,1130,2019-04-12,NC,패,톰슨,선발,26,112.0,24.0,4.0,1.0,2.0,9.0,1.0,1.0,2.92
243,1133,2019-04-12,롯데,승,루친스키,선발,28,101.0,27.0,8.0,0.0,1.0,3.0,1.0,1.0,3.43
244,1135,2019-04-13,LG,패,유희관,선발,24,81.2,19.6,4.0,0.4,1.2,3.6,1.2,1.2,1.4899999999999998
245,1142,2019-04-13,두산,승,임찬규,선발,25,103.0,19.0,5.0,1.0,6.0,1.0,2.0,2.0,4.79
246,1147,2019-04-13,SK,승,김기훈,선발,20,90.0,14.0,3.0,2.0,6.0,6.0,3.0,3.0,5.63
247,1152,2019-04-13,KIA,패,박종훈,선발,25,80.0,25.0,5.0,1.0,0.0,2.0,1.0,1.0,1.59
248,1156,2019-04-13,삼성,승,이대은,선발,23,97.0,18.0,5.0,1.0,5.0,1.0,3.0,2.0,7.27
249,1160,2019-04-13,KT,패,윤성환,선발,22,80.0,21.0,8.0,0.0,1.0,2.0,3.0,3.0,3.27
250,1165,2019-04-13,NC,패,장시환,선발,21,63.0,19.0,4.0,1.0,2.0,1.0,2.0,2.0,8.59
251,1172,2019-04-13,롯데,승,이재학,선발,24,72.0,17.6,4.2,0.0,1.2,4.4,1.8,1.6,2.298
252,1179,2019-04-13,키움,패,김민우,선발,27,103.0,23.0,9.0,0.0,4.0,3.0,5.0,4.0,8.56
253,1183,2019-04-13,한화,승,최원태,선발,23,82.0,20.0,5.0,0.0,2.0,4.0,0.0,0.0,1.64
254,1188,2019-04-14,LG,승,이영하,선발,27,96.0,26.0,5.0,0.0,1.0,4.0,0.0,0.0,1.8
255,1190,2019-04-14,두산,패,배재준,선발,22,70.0,19.0,8.0,0.0,3.0,2.0,5.0,5.0,6.27
256,1196,2019-04-14,SK,승,홍건희,선발,24,80.0,21.0,4.0,0.0,3.0,4.0,1.0,1.0,1.5
257,1201,2019-04-14,KIA,패,문승원,선발,25,92.0,24.0,6.0,2.0,1.0,5.0,3.0,3.0,1.8
258,1205,2019-04-14,삼성,패,김민,선발,25,81.0,23.0,9.0,1.0,1.0,4.0,5.0,5.0,7.52
259,1210,2019-04-14,KT,승,최채흥,선발,27,104.0,26.0,6.0,1.0,1.0,7.0,3.0,3.0,3.94
260,1215,2019-04-14,NC,패,송승준,선발,7,33.0,5.0,2.0,0.0,2.0,0.0,2.0,2.0,9.64
261,1220,2019-04-14,롯데,승,김영규,선발,22,89.0,21.0,7.0,0.0,1.0,4.0,0.0,0.0,2.86
262,1223,2019-04-14,키움,승,장민재,선발,21,81.0,21.0,6.0,0.0,0.0,5.0,2.0,2.0,2.7
263,1228,2019-04-14,한화,패,이승호,선발,29,114.0,26.0,6.0,1.0,3.0,10.0,2.0,2.0,3.46
264,1232,2019-04-16,두산,패,김광현,선발,25,87.8,22.6,6.8,0.4,1.2,6.0,2.6,2.4,4.098
265,1236,2019-04-16,SK,승,린드블럼,선발,27,91.2,22.8,5.2,0.2,1.4,6.4,1.0,0.8,1.616
266,1239,2019-04-16,롯데,패,윌랜드,선발,29,110.0,26.0,13.0,0.0,2.0,4.0,9.0,9.0,4.88
267,1245,2019-04-16,KIA,승,김건국,선발,15,52.0,13.0,6.0,0.0,2.0,1.0,5.0,5.0,9.0
268,1252,2019-04-16,NC,승,윌슨,선발,26,91.4,21.2,3.2,0.0,2.6,5.4,1.2,0.4,1.0799999999999998
269,1258,2019-04-16,LG,패,박진우,선발,28,90.0,24.0,6.0,0.0,2.0,3.0,2.0,2.0,2.05
270,1265,2019-04-16,KT,패,서폴드,선발,23,96.2,22.0,5.6,0.2,1.4,4.6,2.2,1.8,2.272
271,1269,2019-04-16,한화,승,쿠에바스,선발,23,88.8,22.8,6.8,1.0,2.4,4.8,4.2,4.2,7.102000000000001
272,1273,2019-04-16,삼성,승,안우진,선발,24,109.0,23.0,2.0,0.0,1.0,6.0,0.0,0.0,2.52
273,1276,2019-04-16,키움,패,맥과이어,선발,23,93.0,18.4,5.0,1.0,4.0,4.0,3.8,3.2,8.274000000000001
274,1281,2019-04-17,두산,패,산체스,선발,27,84.2,20.8,4.4,0.0,1.0,6.0,0.8,0.6,2.184
275,1285,2019-04-17,SK,승,홍상삼,선발,20,72.0,18.0,5.0,1.0,2.0,5.0,3.0,3.0,5.79
276,1290,2019-04-17,롯데,패,양현종,선발,18,83.2,22.6,8.4,0.4,1.0,5.0,3.8,3.8,5.4399999999999995
277,1297,2019-04-17,KIA,승,레일리,선발,31,90.8,19.8,5.0,0.6,2.6,4.2,2.6,2.4,6.266
278,1302,2019-04-17,NC,승,켈리,선발,26,91.2,20.0,4.6,0.2,2.2,4.6,2.2,1.8,3.3880000000000003
279,1309,2019-04-17,LG,패,버틀러,선발,28,112.0,26.0,7.0,0.0,2.0,7.0,2.0,2.0,2.86
280,1314,2019-04-17,KT,승,채드벨,선발,28,94.4,22.8,6.0,0.2,2.4,5.0,2.2,2.0,2.292
281,1319,2019-04-17,한화,패,배제성,선발,18,81.0,13.0,5.0,0.0,4.0,5.0,4.0,4.0,6.75
282,1325,2019-04-17,삼성,승,김동준,선발,28,93.0,24.0,4.0,1.0,3.0,4.0,3.0,3.0,5.03
283,1328,2019-04-17,키움,패,백정현,선발,25,89.8,23.8,6.4,0.4,2.6,3.0,3.0,2.8,3.886
284,1333,2019-04-18,두산,승,다익손,선발,25,91.0,19.2,2.6,0.4,2.2,4.6,1.6,1.6,3.79
285,1338,2019-04-18,SK,패,후랭코프,선발,30,96.4,19.8,5.4,0.4,3.2,5.0,2.4,2.2,3.0700000000000003
286,1342,2019-04-18,롯데,패,터너,선발,28,99.4,22.4,6.2,0.6,3.2,4.8,3.0,2.8,6.656000000000001
287,1349,2019-04-18,KIA,승,김원중,선발,27,94.2,21.4,5.4,0.2,1.2,5.2,1.2,1.2,2.116
288,1355,2019-04-18,NC,승,차우찬,선발,28,108.0,27.0,8.0,0.0,1.0,8.0,1.0,1.0,0.75
289,1357,2019-04-18,LG,패,루친스키,선발,26,84.2,19.8,5.6,0.2,3.4,2.8,3.2,2.8,5.906000000000001
290,1361,2019-04-18,KT,패,이태양,선발,23,83.0,22.0,8.0,0.0,1.0,1.0,5.0,5.0,7.31
291,1365,2019-04-18,한화,승,알칸타라,선발,29,86.0,27.0,7.0,1.0,2.0,3.0,3.0,3.0,2.67
292,1368,2019-04-18,삼성,패,요키시,선발,23,91.4,21.4,4.8,0.4,1.6,4.6,2.4,2.2,3.845999999999999
293,1374,2019-04-18,키움,승,헤일리,선발,23,96.0,21.4,4.0,0.2,0.6,7.2,1.8,1.6,3.8560000000000003
294,1379,2019-04-19,LG,승,최원태,선발,25,83.0,19.4,4.8,0.2,2.0,4.4,1.4,1.4,2.2920000000000003
295,1383,2019-04-19,키움,패,김대현,선발,23,84.0,19.0,8.0,1.0,4.0,1.0,9.0,9.0,17.47
296,1386,2019-04-19,SK,승,이재학,선발,25,82.0,19.8,5.2,0.2,1.6,5.0,2.4,2.2,3.226
297,1391,2019-04-19,NC,패,박종훈,선발,27,86.6,19.8,4.8,0.4,2.6,2.6,1.2,0.8,0.97
298,1396,2019-04-19,롯데,승,금민철,선발,12,89.8,19.6,4.8,0.4,3.0,1.4,1.6,1.2,3.1480000000000006
299,1401,2019-04-19,KT,패,톰슨,선발,27,94.2,21.8,4.4,0.4,2.2,6.6,2.2,2.2,2.598
300,1405,2019-04-19,KIA,승,유희관,선발,29,86.4,21.6,5.4,0.4,0.8,3.8,2.0,2.0,2.2039999999999997
301,1410,2019-04-19,두산,패,김기훈,선발,23,87.0,16.0,2.0,0.0,6.0,2.0,4.0,4.0,5.91
302,1416,2019-04-19,한화,패,윤성환,선발,22,80.0,16.0,4.0,0.0,3.0,4.0,2.0,2.0,3.18
303,1421,2019-04-19,삼성,승,김범수,선발,24,96.0,21.0,6.0,1.0,3.0,4.0,1.0,1.0,3.0
304,1429,2019-04-20,LG,승,이승호,선발,22,93.2,22.6,5.6,0.4,1.8,5.4,2.4,2.2,2.9560000000000004
305,1433,2019-04-20,키움,패,배재준,선발,23,98.0,20.0,6.0,0.0,3.0,5.0,3.0,3.0,6.08
306,1439,2019-04-20,SK,패,김영규,선발,20,82.2,20.0,5.0,0.4,1.6,4.0,1.6,1.6,2.78
307,1442,2019-04-20,NC,승,문승원,선발,25,88.0,22.0,6.0,1.0,2.0,3.0,4.0,4.0,2.77
308,1446,2019-04-20,롯데,패,김민,선발,30,93.0,27.0,5.0,0.0,2.0,9.0,2.0,2.0,6.04
309,1449,2019-04-20,KT,승,장시환,선발,24,64.8,15.0,4.4,0.8,2.6,3.6,3.0,3.0,9.86
310,1455,2019-04-20,KIA,승,이영하,선발,26,89.0,23.0,4.0,0.0,2.0,3.0,1.0,1.0,1.67
311,1458,2019-04-20,두산,패,홍건희,선발,24,101.0,19.0,7.0,1.0,5.0,2.0,5.0,5.0,4.76
312,1463,2019-04-20,한화,패,최채흥,선발,19,89.6,19.6,5.2,0.2,2.2,5.0,3.0,2.2,4.188000000000001
313,1467,2019-04-20,삼성,승,장민재,선발,27,94.0,25.0,10.0,0.0,1.0,5.0,4.0,4.0,3.55
314,1473,2019-04-21,LG,패,브리검,선발,20,83.0,15.0,3.0,0.0,4.0,4.0,3.0,0.0,4.12
315,1479,2019-04-21,키움,승,윌슨,선발,24,93.6,23.0,3.8,0.0,2.2,5.2,1.0,0.2,0.332
316,1483,2019-04-21,SK,패,박진우,선발,30,101.0,28.0,7.0,2.0,2.0,6.0,3.0,3.0,2.43
317,1486,2019-04-21,NC,승,김광현,선발,22,98.0,24.4,8.4,0.6,1.4,6.6,3.0,2.8,4.965999999999999
318,1490,2019-04-21,롯데,승,쿠에바스,선발,26,91.4,22.8,5.8,0.8,2.6,4.6,3.0,3.0,5.5200000000000005
319,1493,2019-04-21,KT,패,박시영,선발,20,80.0,18.0,3.0,0.0,2.0,5.0,1.0,1.0,3.21
320,1501,2019-04-21,KIA,승,린드블럼,선발,23,100.6,25.0,5.6,0.2,1.2,6.2,1.4,1.2,1.9460000000000002
321,1505,2019-04-21,두산,패,윌랜드,선발,29,102.8,22.6,6.2,0.2,2.6,4.8,2.8,2.6,2.386
322,1509,2019-04-21,한화,승,맥과이어,선발,29,99.0,19.2,5.8,1.0,4.2,3.6,4.2,3.4,9.586000000000002
323,1510,2019-04-21,삼성,패,서폴드,선발,26,99.4,22.6,5.6,0.4,1.8,4.4,3.0,2.6,3.01
324,1516,2019-04-23,LG,패,양승철,선발,18,80.0,12.0,3.0,1.0,6.0,2.0,6.0,6.0,12.38
325,1520,2019-04-23,KIA,승,켈리,선발,22,95.6,21.8,5.2,0.2,2.4,5.0,2.2,1.8,3.2459999999999996
326,1524,2019-04-23,KT,승,버틀러,선발,23,85.0,21.0,5.6,0.2,1.6,3.6,2.6,1.8,2.554
327,1529,2019-04-23,NC,패,금민철,선발,25,84.6,17.2,4.0,0.2,3.4,1.4,2.0,1.2,2.58
328,1533,2019-04-23,키움,승,이현호,선발,16,72.0,15.0,3.0,0.0,1.0,4.0,1.0,1.0,2.38
329,1539,2019-04-23,두산,패,안우진,선발,27,94.4,22.0,4.6,0.6,2.4,5.0,2.2,1.8,4.5280000000000005
330,1542,2019-04-24,LG,패,터너,선발,26,102.0,23.2,6.4,0.8,3.2,4.8,3.2,3.0,7.13
331,1546,2019-04-24,KIA,승,차우찬,선발,26,98.0,23.0,3.0,0.0,3.0,6.0,1.0,1.0,0.87
332,1549,2019-04-24,삼성,승,다익손,선발,22,94.6,20.6,3.6,0.4,2.2,4.2,2.0,2.0,4.204
333,1557,2019-04-24,SK,패,헤일리,선발,1,98.2,22.0,3.6,0.2,1.2,7.2,2.0,1.8,3.928
334,1567,2019-04-24,KT,승,루친스키,선발,25,92.2,20.4,4.0,0.2,3.0,4.4,2.2,1.6,4.26
335,1570,2019-04-24,NC,패,알칸타라,선발,27,100.0,24.0,8.0,1.0,2.0,3.0,4.0,3.0,3.0
336,1575,2019-04-24,키움,패,후랭코프,선발,26,103.6,21.8,6.2,0.4,3.0,5.2,3.0,3.0,4.034000000000001
337,1580,2019-04-24,두산,승,요키시,선발,25,96.6,22.4,5.6,0.4,1.4,5.6,3.0,2.8,4.51
338,1584,2019-04-24,한화,패,레일리,선발,28,100.6,23.0,7.2,0.8,2.6,4.8,3.2,3.0,6.442
339,1588,2019-04-24,롯데,승,채드벨,선발,22,98.4,23.8,6.6,0.4,3.0,5.2,2.8,2.6,2.882
340,1594,2019-04-25,삼성,승,박종훈,선발,25,93.6,22.2,6.8,0.6,2.4,3.0,2.4,2.0,1.6199999999999999
341,1600,2019-04-25,SK,패,윤성환,선발,28,73.8,18.8,5.4,1.0,2.0,2.0,3.0,2.4,5.34
342,1606,2019-04-25,키움,패,유희관,선발,14,92.8,23.2,7.0,0.4,1.4,3.6,2.6,2.2,2.7199999999999998
343,1611,2019-04-25,두산,승,최원태,선발,11,88.0,20.6,4.8,0.2,1.8,5.0,1.4,1.4,1.392
344,1617,2019-04-26,두산,패,톰슨,선발,21,100.4,22.6,4.8,0.4,1.8,6.4,2.6,2.6,2.2039999999999997
345,1622,2019-04-26,롯데,승,이영하,선발,25,98.0,19.0,2.0,0.0,6.0,4.0,3.0,2.0,1.97
346,1629,2019-04-26,KT,승,문승원,선발,26,88.4,21.6,4.0,0.8,1.4,4.8,1.8,1.8,1.6280000000000001
347,1632,2019-04-26,SK,패,김민,선발,24,82.8,21.4,5.6,0.8,2.4,5.4,4.0,3.8,5.754
348,1636,2019-04-26,키움,패,양현종,선발,26,84.6,22.6,8.6,0.6,0.6,4.6,4.0,4.0,5.9239999999999995
349,1640,2019-04-26,KIA,승,이승호,선발,27,99.4,22.4,6.0,0.4,2.2,5.2,2.8,2.6,3.41
350,1645,2019-04-27,두산,패,장시환,선발,16,69.8,16.4,4.6,0.8,2.4,3.8,2.8,2.8,10.629999999999999
351,1651,2019-04-27,롯데,승,린드블럼,선발,26,100.4,24.4,4.4,0.2,1.0,5.6,1.2,1.0,1.636
352,1653,2019-04-27,삼성,승,윌슨,선발,26,91.4,23.0,4.2,0.0,2.0,5.0,1.6,0.6,0.4640000000000001
353,1656,2019-04-27,LG,패,맥과이어,선발,25,107.4,21.0,4.2,0.4,3.6,5.6,2.8,2.0,7.095999999999999
354,1662,2019-04-27,NC,패,서폴드,선발,24,99.2,23.2,7.2,0.2,1.6,4.6,4.4,4.0,3.218
355,1668,2019-04-27,한화,승,김영규,선발,24,85.2,20.8,6.4,0.6,2.0,3.8,2.6,2.6,3.2880000000000003
356,1673,2019-04-27,KT,승,김광현,선발,22,95.4,23.4,8.0,0.4,1.0,6.4,2.4,2.2,4.544
357,1678,2019-04-27,SK,패,쿠에바스,선발,24,93.2,22.6,5.4,0.6,2.6,5.2,2.6,2.6,5.0840000000000005
358,1681,2019-04-27,키움,승,윌랜드,선발,28,105.4,24.4,7.4,0.6,3.2,4.6,4.2,4.0,3.572
359,1685,2019-04-27,KIA,패,브리검,선발,25,84.4,19.4,4.6,0.2,2.4,3.0,3.0,2.2,4.84
360,1689,2019-04-28,두산,패,김원중,선발,20,101.6,23.2,5.2,0.2,1.6,5.4,1.4,1.4,2.268
361,1694,2019-04-28,롯데,승,이현호,선발,22,78.0,22.0,5.0,0.0,0.0,2.0,1.0,1.0,2.12
362,1698,2019-04-28,삼성,승,켈리,선발,26,94.4,20.6,4.4,0.2,3.0,4.6,2.0,2.0,3.4899999999999998
363,1701,2019-04-28,LG,패,원태인,선발,18,83.0,15.0,4.0,0.0,3.0,5.0,1.0,1.0,2.63
364,1706,2019-04-28,NC,패,장민재,선발,23,88.0,22.0,6.0,1.0,1.0,6.0,4.0,4.0,4.15
365,1712,2019-04-28,한화,승,이재학,선발,24,90.0,21.6,6.0,0.4,2.4,4.8,3.0,2.8,4.159999999999999
366,1716,2019-04-28,KT,승,산체스,선발,24,90.4,22.4,5.8,0.0,1.6,5.8,2.2,1.6,2.6800000000000006
367,1719,2019-04-28,SK,패,이대은,선발,28,85.4,19.4,6.6,1.2,2.6,2.2,5.0,3.8,8.966
368,1721,2019-04-28,키움,패,홍건희,선발,18,79.0,16.0,5.0,1.0,2.0,1.0,5.0,5.0,6.46
369,1728,2019-04-28,KIA,승,안우진,선발,26,97.4,23.6,5.8,0.6,2.0,4.8,3.2,2.8,4.568
370,1733,2019-04-30,LG,패,금민철,선발,10,85.2,17.8,4.0,0.0,3.6,1.4,2.0,1.2,2.176
371,1740,2019-04-30,KT,승,차우찬,선발,23,93.8,21.4,4.6,0.0,2.2,6.6,0.6,0.6,0.9700000000000001
372,1748,2019-04-30,SK,승,요키시,선발,24,98.2,22.8,5.6,0.4,1.6,5.6,2.8,2.6,4.098
373,1752,2019-04-30,키움,패,다익손,선발,19,94.8,20.2,5.2,0.2,2.0,4.4,2.2,2.0,3.776
374,1758,2019-04-30,롯데,패,박진우,선발,23,97.2,24.8,6.8,0.8,2.0,3.8,1.8,1.8,2.1979999999999995
375,1761,2019-04-30,NC,승,레일리,선발,26,105.2,24.4,7.4,0.4,2.6,5.0,2.8,2.0,4.97
376,1766,2019-04-30,KIA,패,백정현,선발,26,93.2,23.8,7.0,0.4,2.4,2.8,3.4,3.4,4.2219999999999995
377,1770,2019-04-30,삼성,승,터너,선발,26,103.2,22.6,6.4,0.4,3.0,5.0,3.4,2.8,5.779999999999999
378,1773,2019-04-30,한화,패,후랭코프,선발,28,104.6,23.2,7.0,0.4,2.4,5.2,3.4,3.4,4.626
379,1776,2019-04-30,두산,승,채드벨,선발,29,98.4,22.4,7.4,0.4,3.8,5.0,3.4,3.2,3.69
380,1778,2019-05-01,LG,패,알칸타라,선발,32,97.8,25.0,6.2,0.6,2.2,4.2,2.4,2.2,2.452
381,1779,2019-05-01,KT,승,배재준,선발,23,83.4,19.2,5.4,0.6,2.6,3.2,3.8,3.2,4.831999999999999
382,1783,2019-05-01,SK,패,최원태,선발,23,78.8,19.2,5.4,0.6,1.8,4.8,2.4,2.4,2.128
383,1786,2019-05-01,키움,승,박종훈,선발,25,93.6,22.6,7.4,0.6,1.8,3.0,3.0,2.4,2.282
384,1789,2019-05-01,롯데,승,버틀러,선발,27,90.8,21.4,6.0,0.2,1.8,3.8,2.8,2.0,2.5
385,1793,2019-05-01,NC,패,박시영,선발,19,72.0,16.0,8.0,0.0,2.0,2.0,3.0,3.0,5.0
386,1799,2019-05-01,KIA,승,윤성환,선발,25,80.6,20.4,5.6,0.2,2.2,2.4,2.4,2.2,3.6439999999999997
387,1803,2019-05-01,삼성,패,김기훈,선발,19,88.8,15.8,2.6,0.8,4.2,4.4,3.2,3.2,5.532
388,1807,2019-05-01,한화,패,유희관,선발,23,82.8,20.6,7.2,0.2,1.4,3.0,3.2,2.4,3.0460000000000003
389,1810,2019-05-01,두산,승,김범수,선발,21,100.0,16.0,3.0,0.0,5.0,3.0,1.0,1.0,2.65
390,1815,2019-05-02,LG,패,김민,선발,29,85.6,20.0,5.0,0.6,3.4,4.2,3.6,3.4,6.062
391,1817,2019-05-02,KT,승,장원삼,선발,15,57.0,14.0,6.0,0.0,1.0,2.0,3.0,3.0,10.13
392,1821,2019-05-02,SK,승,이승호,선발,23,100.2,23.2,6.4,0.4,2.0,4.8,2.8,2.6,3.626
393,1826,2019-05-02,키움,패,문승원,선발,26,93.4,23.6,4.4,0.8,1.4,5.6,1.6,1.6,1.704
394,1831,2019-05-02,롯데,승,루친스키,선발,23,92.4,22.4,4.8,0.2,1.8,4.6,2.4,1.8,4.414
395,1838,2019-05-02,NC,패,톰슨,선발,24,102.0,22.2,5.4,0.4,2.0,6.6,3.8,3.4,3.086
396,1847,2019-05-02,KIA,패,최채흥,선발,25,90.6,18.8,5.6,0.2,2.4,4.2,3.8,3.4,4.89
397,1850,2019-05-02,삼성,승,양현종,선발,21,85.0,22.0,9.2,0.6,1.4,4.0,5.4,5.2,7.225999999999999
398,1854,2019-05-02,한화,승,이영하,선발,23,92.6,22.6,4.8,0.0,3.2,2.6,1.6,1.4,2.588
399,1859,2019-05-02,두산,패,김민우,선발,25,82.0,23.0,7.0,0.0,2.0,3.0,1.0,1.0,6.41
400,1865,2019-05-03,두산,패,윌슨,선발,24,89.8,23.6,4.4,0.0,2.0,5.0,1.4,0.4,0.45
401,1868,2019-05-03,LG,승,린드블럼,선발,27,99.4,23.8,3.6,0.2,1.2,5.2,0.8,0.8,1.486
402,1872,2019-05-03,롯데,승,김광현,선발,28,93.0,22.6,7.6,0.4,1.0,6.6,2.0,1.8,4.324
403,1876,2019-05-03,SK,패,장시환,선발,25,68.4,16.4,4.4,0.4,2.4,4.0,2.2,2.2,7.872
404,1881,2019-05-03,키움,패,맥과이어,선발,26,104.6,21.4,5.2,0.8,3.6,6.0,3.8,2.8,6.494
405,1886,2019-05-03,삼성,승,브리검,선발,25,88.8,20.0,4.8,0.2,2.8,3.2,3.0,2.0,4.83
406,1891,2019-05-03,한화,승,쿠에바스,선발,27,95.2,22.8,5.0,1.0,2.4,5.4,2.4,2.4,4.788000000000001
407,1894,2019-05-03,KT,패,서폴드,선발,27,97.8,23.0,8.0,0.2,1.2,4.0,5.0,4.6,3.942
408,1898,2019-05-03,NC,승,윌랜드,선발,24,104.2,25.2,7.4,0.8,2.4,5.0,4.4,4.4,4.13
409,1903,2019-05-03,KIA,패,김영규,선발,11,87.6,20.2,6.2,0.6,2.4,4.6,2.6,2.4,3.7600000000000002
410,1908,2019-05-04,두산,패,켈리,선발,29,103.6,22.0,3.4,0.2,2.6,5.8,1.2,1.2,2.83
411,1911,2019-05-04,LG,승,이현호,선발,21,78.0,21.0,7.0,0.0,0.0,3.0,2.0,1.0,2.11
412,1916,2019-05-04,롯데,승,산체스,선발,26,90.2,23.2,5.4,0.0,0.8,5.8,1.6,1.0,2.0
413,1921,2019-05-04,SK,패,김원중,선발,24,98.2,22.4,5.6,0.8,2.2,5.2,2.4,2.4,2.34
414,1924,2019-05-04,키움,승,원태인,선발,24,90.0,23.0,3.0,0.0,1.0,4.0,1.0,1.0,2.18
415,1927,2019-05-04,삼성,패,안우진,선발,30,97.2,24.8,6.4,0.6,1.4,5.0,3.4,2.8,4.028
416,1930,2019-05-04,NC,패,홍건희,선발,27,102.0,25.0,5.0,0.0,2.0,4.0,2.0,1.0,4.91
417,1933,2019-05-04,KIA,승,이재학,선발,19,88.6,22.0,5.8,0.6,2.4,4.4,2.8,2.8,4.304
418,1937,2019-05-04,한화,패,이대은,선발,27,89.8,20.0,5.6,1.2,3.2,3.2,4.2,3.0,7.825999999999999
419,1944,2019-05-04,KT,승,장민재,선발,24,87.8,21.6,6.2,0.4,1.2,6.0,2.6,2.4,3.194
420,1950,2019-05-05,두산,패,차우찬,선발,20,97.6,22.8,5.8,0.2,2.2,6.4,1.0,1.0,0.9100000000000001
421,1955,2019-05-05,LG,승,후랭코프,선발,23,103.2,24.2,7.0,0.2,2.2,5.2,3.0,3.0,4.612
422,1959,2019-05-05,롯데,승,다익손,선발,27,93.6,20.8,5.4,0.2,1.0,3.8,2.0,1.8,3.4459999999999993
423,1962,2019-05-05,SK,패,레일리,선발,29,103.8,24.6,6.8,0.2,2.6,5.2,2.6,1.8,4.358
424,1966,2019-05-05,NC,패,터너,선발,16,102.6,23.4,6.2,0.2,2.8,4.8,3.0,2.4,5.121999999999999
425,1973,2019-05-05,KIA,승,박진우,선발,22,94.8,24.0,6.6,0.8,2.0,3.6,2.4,2.2,2.268
426,1978,2019-05-05,키움,패,헤일리,선발,19,77.4,17.4,2.4,0.2,1.0,6.8,1.4,1.2,3.5459999999999994
427,1983,2019-05-05,삼성,승,요키시,선발,25,101.8,23.2,6.2,0.6,1.8,5.6,3.6,3.4,4.284
428,1986,2019-05-05,한화,패,금민철,선발,13,73.8,16.4,4.8,0.4,3.2,1.0,3.2,2.4,2.476
429,1989,2019-05-05,KT,승,채드벨,선발,25,98.8,23.4,7.0,0.4,3.0,5.2,2.6,2.2,3.6740000000000004
430,1994,2019-05-07,두산,패,강이준,선발,16,59.0,13.0,3.0,0.0,3.0,1.0,2.0,2.0,5.4
431,2000,2019-05-07,KIA,승,유희관,선발,25,81.8,20.0,7.6,0.2,2.0,2.8,4.0,3.2,3.696
432,2005,2019-05-07,SK,패,김범수,선발,21,81.0,19.0,7.0,2.0,2.0,7.0,7.0,7.0,5.14
433,2008,2019-05-07,한화,승,박종훈,선발,26,92.0,22.6,7.0,0.4,1.6,3.2,2.4,2.0,2.5180000000000002
434,2011,2019-05-07,삼성,패,버틀러,선발,27,91.0,21.6,7.0,0.4,2.0,4.2,3.8,3.0,3.336
435,2014,2019-05-07,NC,승,백정현,선발,24,93.0,23.4,6.8,0.4,2.8,2.6,4.2,3.4,4.268
436,2019,2019-05-07,KT,패,박시영,선발,10,41.0,5.0,1.0,0.0,5.0,1.0,3.0,3.0,6.05
437,2024,2019-05-07,롯데,승,알칸타라,선발,28,99.6,26.8,6.8,0.6,1.4,4.4,2.8,2.6,2.782
438,2027,2019-05-07,키움,승,배재준,선발,18,83.0,19.0,5.8,0.4,3.0,3.4,4.0,3.4,5.624
439,2032,2019-05-07,LG,패,최원태,선발,25,80.0,19.4,5.4,0.4,1.6,3.2,2.2,2.2,2.5580000000000003
440,2039,2019-05-08,두산,패,양현종,선발,29,82.2,20.0,7.2,0.4,1.4,4.2,4.4,4.2,7.563999999999998
441,2042,2019-05-08,KIA,승,이영하,선발,28,93.0,21.6,4.2,0.0,3.2,3.0,1.2,1.0,2.078
